,name,sku,selling_price,original_price,currency,availability,color,category,source,source_website,breadcrumbs,description,brand,country,average_rating,reviews_count,crawled_at,discount_amount,discount_percent
702,Postmove Shoes,H00456,49,70,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Take inspiration from the original adidas Forum. Lace up these basketball-inspired shoes for a throwback look you can rock all over town. Enjoy pillowy-soft midsole cushioning as soon as you slip your feet in.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,84,2021-10-23 17:52:06.396864,21,30.0
703,Terrex Two Ultra Parley AP Shoes,H02723,126,180,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Light enough to keep you fast. Rugged enough to handle the trail. Lace up these adidas running shoes for long trail runs. The sock-like knit upper is reinforced with abrasion resistance where you need it most. The lugged outsole delivers confident grip across dirt descents and scree. The incredible energy return of adidas Boost gives you the power to keep your feet moving.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.0,3,2021-10-23 17:52:06.472559,54,30.0
704,Postmove Shoes,H00459,56,70,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Take inspiration from the original adidas Forum. Lace up these basketball-inspired shoes for a throwback look you can rock all over town. Enjoy pillowy-soft midsole cushioning as soon as you slip your feet in.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,84,2021-10-23 17:52:06.720803,14,20.0
705,Retropy P9 Shoes,H03083,128,160,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Every decade is remembered for something. The '80s? Bright, flashy style. The '00s? Innovations in technology. Get the best of both eras in these adidas shoes. Their look shows off their retro glory, but the feel is all modern running tech. Mixed together, you get something totally new.",adidas,USA,4.2,6,2021-10-23 17:52:07.225905,32,20.0
706,Superstar OT Tech Shoes,H05653,80,100,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Originally designed for sport. Comfortable anywhere. Merging elements of the past with modern detailing, these adidas Superstar OT Tech Shoes rethink basketball style for today. Updated proportions and a leather upper create a fresh, eye-catching silhouette. Taking design cues from contemporary basketball sneakers, they add a technical mesh tongue and serrated details for a modern edge.",adidas,USA,4.3,49,2021-10-23 17:52:07.417582,20,20.0
707,Racer TR21 Wide Shoes,GX8131,60,75,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Get comfort with every step in these running-inspired shoes. You'll dig the feel of super-soft Cloudfoam cushioning as you move through the day. A wide fit gives your feet the extra space they need. Lace these up and add a touch of retro adidas style to your everyday look.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,57,2021-10-23 17:52:07.510052,15,20.0
708,Racer TR21 Wide Shoes,GW7963,60,75,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Get comfort with every step in these running-inspired shoes. You'll dig the feel of super-soft Cloudfoam cushioning as you move through the day. A wide fit gives your feet the extra space they need. Lace these up and add a touch of retro adidas style to your everyday look.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,57,2021-10-23 17:52:07.596739,15,20.0
709,adidas Sportswear Future Icons 3-Stripes Hooded Track Jacket,H51143,52,65,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Go hard. Recharge. Repeat. In sport and in life, it's that balance between pushing, striving and letting it all go that helps you feel and perform your best. When you're focusing on the relaxation part of the equation, this adidas track jacket is key. Zip in, flip up the hood and give in to comfort. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.8,30,2021-10-23 17:52:07.672280,13,20.0
710,adidas Sportswear Future Icons 3-Stripes Hooded Track Jacket,H51144,52,65,USD,instock,Grey,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Go hard. Recharge. Repeat. In sport and in life, it's that balance between pushing, striving and letting it all go that helps you feel and perform your best. When you're focusing on the relaxation part of the equation, this adidas track jacket is key. Zip in, flip up the hood and give in to comfort. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.8,30,2021-10-23 17:52:07.754524,13,20.0
711,Camo Everyday Shorts,H59062,32,40,USD,instock,Grey,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Pull on these adidas camo-print shorts, and do battle with a hardcore workout at home. AEROREADY keeps you dry while you power through sit-ups. When you're done, you don't need to change. Just loosen up the drawcord waist, pack your keys and phone in the side seam pockets and head out for the day.",adidas,USA,4.6,10,2021-10-23 17:52:07.860809,8,20.0
712,Performance Boxer Briefs 3 Pairs,EX4439,21,30,USD,instock,Red,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Train without distractions. Focus on setting new PRs when you wear these adidas boxer briefs. Smooth seams, a tag-free waistband and a stay-put feel on the leg mean you can slay in comfort on leg day. Flex, bend and lunge with a soft fabric that dries quickly and has plenty of stretch.",adidas,USA,4.8,233,2021-10-23 17:52:08.054870,9,30.0
713,Parley Sweat Pants (Gender Neutral),HB1552,72,80,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Sportswear/Clothing,"Life is about balance. So when you work hard, chill hard. Settle right into comfort with these adidas x Parley sweatpants. The soft material makes it easy, rewarding muscles with what some might call pure bliss. Technically it's called French terry.

This product is made with organic cotton and is part of our ambition to end plastic waste.",adidas,USA,4.8,26,2021-10-23 17:52:08.142721,8,10.0
714,EQ21 Run Shoes,H00517,72,80,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,146,2021-10-23 17:52:08.463663,8,10.0
715,EQ21 Run Shoes,H00516,72,80,USD,instock,Orange,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,146,2021-10-23 17:52:08.561944,8,10.0
716,Marathon 3-Stripes Jacket,H34546,56,70,USD,instock,Red,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"What you wear matters. This adidas running jacket is made from recycled materials, as part of our commitment to end plastic waste. Show off the bold athletic look with pride. You're making a difference.",adidas,USA,4.8,39,2021-10-23 17:52:09.067138,14,20.0
717,Solid Swim Shorts,GU0305,20,25,USD,instock,Gold,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Stay comfortable while snorkelling in a coral reef or walking on the beach in these adidas swim shorts. The woven material is lightweight and quick-drying as you move between the ocean and your warm towel. Mesh inner briefs provide coverage and support. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.6,70,2021-10-23 17:52:09.254218,5,20.0
718,adidas Z.N.E. Sportswear Pants,GT9781,60,75,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Wherever you are physically, make sure your mind is there as well. Stay present and focused in these adidas pants. Their comfort makes it easy to settle in, so you can turn your focus inwards and put distractions on hold. Whatever that looks like, these support it with their soft, slightly stretchy build. Moisture-absorbing AEROREADY helps too. Warming up or just nerves, it keeps you feeling cool and dry.",adidas,USA,4.8,30,2021-10-23 17:52:09.345528,15,20.0
719,X9000L3 Shoes,S23678,96,120,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"For quick evening miles and short loops outside the city, the X9000L3 keeps you feeling good. These adidas running shoes ride on a Jetboost midsole that provides the incredible energy return of adidas Boost. The design puts a stylish face on performance-ready tech, so you wouldn't feel out of place stopping for a coffee after your morning run group.",adidas,USA,4.3,48,2021-10-23 17:52:09.428110,24,20.0
720,Small Crossbody Bag,H42544,20,25,USD,instock,Orange,Accessories,adidas United States,https://www.adidas.com,Women/Accessories,"Only need the essentials? No problem. Throw them in this small crossbody bag, and you're ready to go. Head to and from your training session in true adidas style. Bright color guarantees you won't blend into the background. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.9,7,2021-10-23 17:52:09.517360,5,20.0
721,X Ghosted.3 Firm Ground Cleats,FW6948,64,80,USD,instock,Yellow,Shoes,adidas United States,https://www.adidas.com,Soccer/Shoes,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them in record time. Lightweight and semi-translucent, the foot-hugging Speedskin upper doesn't just look fast, it feels fast. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",adidas,USA,4.4,160,2021-10-23 17:52:09.616577,16,20.0
722,AEROREADY  Designed to Move Sport Camo-Print Shorts,H28793,24,30,USD,instock,Grey,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Whether you're stepping onto the basketball court, going out for a run or relaxing at home, be ready for anything in these adidas shorts. Move through your day in confidence with a fit that stays in place. Feel dry and fresh even after a sweat session at the gym, thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.8,157,2021-10-23 17:52:09.700572,6,20.0
723,Foil Mandala Graphic Tee,H14684,20,25,USD,instock,White,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Focus your confidence as you move through the day. This adidas graphic t-shirt bumps up the style of any look with a foil-print mandala graphic. When it goes on, you'll look as good as you feel in the soft cotton jersey fabric.

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,4.5,8,2021-10-23 17:52:09.776836,5,20.0
724,X Ghosted.3 Firm Ground Cleats,FW6945,64,80,USD,instock,Pink,Shoes,adidas United States,https://www.adidas.com,Soccer/Shoes,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them in record time. Lightweight and semi-translucent, the foot-hugging Speedskin upper doesn't just look fast, it feels fast. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",adidas,USA,4.4,160,2021-10-23 17:52:09.852721,16,20.0
725,Foil Mandala Graphic Tee,GS4150,18,25,USD,instock,Blue,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Focus your confidence as you move through the day. This adidas graphic t-shirt bumps up the style of any look with a foil-print mandala graphic. When it goes on, you'll look as good as you feel in the soft cotton jersey fabric.

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,4.5,8,2021-10-23 17:52:10.358876,7,28.000000000000004
726,Disney Mickey Mouse Summer Set,GT9515,37,52,USD,instock,Pink,Clothing,adidas United States,https://www.adidas.com,Kids/Clothing,"Your star player will score major points in this kids' two-piece adidas outfit. The happy, adventurous spirit of Disney's Mickey Mouse adds a fun touch. The tee feels extra soft and comfy, and the leggings have a little stretch so your kiddo can run, jump and slide all day long.

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,4.9,9,2021-10-23 17:52:10.471662,15,28.846153846153843
727,Marimekko Hoodie,H20478,56,70,USD,instock,Red,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Some good things were going on in the '60s. adidas' iconic 3-Stripes and Finnish design house Marimekko's wave print, for instance. Wear them both on this vibrant hoodie and don't be alarmed if you turn some heads. Colorful and bold, this style is all about self-expression. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,4.6,52,2021-10-23 17:52:11.080880,14,20.0
728,4D Fusio Shoes,H04513,180,200,USD,instock,Yellow,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,4.2,562,2021-10-23 17:52:11.287804,20,10.0
729,4D Fusio Shoes,H04510,180,200,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,4.2,562,2021-10-23 17:52:11.394115,20,10.0
730,Predator Freak.3 Indoor Shoes,FW7518,64,80,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. These adidas indoor soccer shoes keep you stable with a supportive mid-cut design. The coated textile upper has a laceless forefoot and more extensive 3D-printed Demonscale elements to help you own the ball.",adidas,USA,4.7,51,2021-10-23 17:52:11.486815,16,20.0
731,4D Fusio Shoes,GZ7885,180,200,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,4.2,562,2021-10-23 17:52:11.586023,20,10.0
732,4D Fusio Shoes,H04509,180,200,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,4.2,562,2021-10-23 17:52:11.672385,20,10.0
733,4D Fusio Shoes,H04511,180,200,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,4.2,562,2021-10-23 17:52:11.872613,20,10.0
734,FARM Rio Feelbrilliant AEROREADY High-Rise Tights,GS6340,36,45,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Elevate your style in the gym, on the road or just during errands. These adidas tights are a collaboration with FARM Rio and flash a wildflower-inspired graphic on the leg and a bold print on the high-rise waist. They feature AEROREADY to manage moisture as you're working up a sweat.",adidas,USA,4.6,48,2021-10-23 17:52:12.339939,9,20.0
735,AEROREADY  Designed to Move Sport Camo-Print Shorts,H28787,24,30,USD,instock,Red,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Whether you're stepping onto the basketball court, going out for a run or relaxing at home, be ready for anything in these adidas shorts. Move through your day in confidence with a fit that stays in place. Feel dry and fresh even after a sweat session at the gym, thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.8,157,2021-10-23 17:52:12.528486,6,20.0
736,Solid Swim Shorts,GQ1082,20,25,USD,instock,Blue,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Stay comfortable while snorkelling in a coral reef or walking on the beach in these adidas swim shorts. The woven material is lightweight and quick-drying as you move between the ocean and your warm towel. Mesh inner briefs provide coverage and support. 

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.6,70,2021-10-23 17:52:12.619374,5,20.0
737,The Trackstand Cycling Pants,GP8632,60,75,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Take on the daily commute with classic 3-Stripes style. The adidas Trackstand Cycling Pants blend the look of Tiro track pants with cycling-specific features for smooth transitions on the bike and around town. Ankle snaps let you secure your cuffs away from the chain, or you can roll them up for added clearance. A durable water-repellent finish sheds road spray.",adidas,USA,4.7,38,2021-10-23 17:52:12.810242,15,20.0
738,4D Fusio Shoes,H04508,180,200,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,4.2,562,2021-10-23 17:52:13.309506,20,10.0
739,4D Fusio Shoes,GZ7884,180,200,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",adidas,USA,4.2,562,2021-10-23 17:52:13.397672,20,10.0
740,adidas Sportswear Wrapped 3-Stripes Full-Zip Hoodie,H33690,33,65,USD,instock,Pink,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Is it a Saturday or a Monday? Does it matter? Turns out, no. Zip into this adidas hoodie and embrace casual comfort as you start your day, any day. (Maybe every day?) Keep it going all the way until lights out. Soft fabric and a loose shape let you extend that cozy-in-bed feeling wherever you are, whether on the way to work or to workout. Signature 3-Stripes wrap from sleeve to sleeve to show off your athletic spirit along the way.",adidas,USA,4.7,133,2021-10-23 17:52:13.499429,32,49.23076923076923
741,Adicolor Classics Crop Hoodie,H34614,52,65,USD,instock,Red,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Life is full of big challenges and unknowns. Throw on this adidas Adicolor Classics Crop Hoodie and take them on while wearing something familiar. Soft French terry ensures you stay comfortable, and ribbed details keep the sweatshirt in place so no matter what comes up, you're ready.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,4.7,249,2021-10-23 17:52:13.588740,13,20.0
742,Club Tennis 3-Stripes Tee,H34691,32,40,USD,instock,Blue,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Country club style with a contemporary twist. Showing off horizontal 3-Stripes on one sleeve, this adidas Club tennis tee is built for comfort. Mesh panels and soft, ventilated fabric keep you cool and dry through the most intense rallies. An underarm gusset provides the freedom you need to nail every shot.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.8,39,2021-10-23 17:52:13.690788,8,20.0
743,Five Ten Heritage Logo Tee,GP2389,28,35,USD,instock,Yellow,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Climb hard, rest hard and rock this adidas Five Ten t-shirt through it all. Classic crew style pairs with everything. Its fabric is partially made with recycled cotton, helping to conserve water.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,5.0,8,2021-10-23 17:52:14.057727,7,20.0
744,adidas Sportswear Woven 3-Stripes Track Top,GL5681,42,70,USD,instock,Orange,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"That driven mentality doesn't get left behind on the field. You take it with you. There are things to do, and this adidas track top keeps you comfortable as you get after them. Any time, any day, any place. Throw it on, zip it up and take each part as it comes in a look that showcases your determination with contrast 3-Stripes extending from cuff to cuff across the back. Moisture-wicking AEROREADY and mesh lining offer extra comfort and cool relief to balance your daily moves. Let's go.",adidas,USA,4.9,72,2021-10-23 17:52:14.252298,28,40.0
745,Five Ten Felsblock Shorts,GM4601,48,60,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,Move naturally. The lightweight and unrestricted feel of these adidas Five Ten shorts is made for movement. Their adventure-ready design offers mobility and stretch for approach hikes and climbs.,adidas,USA,4.8,4,2021-10-23 17:52:14.514554,12,20.0
746,Adicolor Classics Trefoil Tee (Plus Size),H22840,24,30,USD,instock,Green,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"The brand with the 3-Stripes strives to be better. To be the best. Created to be truly original, the Adicolor collection keeps heritage its heart. The iconic Trefoil logo celebrates that energy front and center on this adidas classic t-shirt. Soft single jersey feels soft against your skin.

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,4.5,44,2021-10-23 17:52:14.605103,6,20.0
747,adidas Z.N.E. Sportswear Hoodie,H39842,80,100,USD,instock,Green,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",adidas,USA,4.8,60,2021-10-23 17:52:14.822076,20,20.0
748,Terrex Liteflex Hiking Pants,GM4772,64,80,USD,instock,Green,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Freedom to move is the name of the game. These adidas Terrex Liteflex Hiking Pants have a wide elastic waistband with silicone grip, which is ideal if you're layering on a backpack or hip bag. Extra stretch lets you hike and manoeuvre unhindered through more challenging, uneven terrain. The water-repellent fabric gives you the peace of mind to keep moving in foul weather. Hit the trail for the long haul.",adidas,USA,4.7,99,2021-10-23 17:52:14.909156,16,20.0
749,adidas FortaRun x LEGO® DOTS™ Shoes,G58804,40,50,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"The more color, the better. If that's your little one's motto, then they'll like these kids' adidas LEGO® DOTS shoes. They're a comfortable, everyday pair that's good for gym class and practice. Stretchy laces make them easy to slip on without grown-up assistance.",adidas,USA,4.8,52,2021-10-23 17:52:14.989126,10,20.0
750,FC Bayern Tee,GR0678,20,25,USD,instock,Red,Clothing,adidas United States,https://www.adidas.com,Kids/Clothing,A fresh take on club pride. This juniors' adidas soccer tee comes in the same shade of red as the FC Bayern home kit. The graphic on the chest pocket pulls inspiration from the mountains around Munich. A club crest covers the back.,adidas,USA,4.4,5,2021-10-23 17:52:15.634847,5,20.0
751,Terrex Multi Primegreen Full-Zip Fleece Jacket,GI7303,49,70,USD,instock,Blue,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,Let the adventures continue. Zip up this adidas Terrex fleece jacket for breathable warmth that layers well. Its grid-fleece design enhances breathability and warmth for increased temperature regulation and quick-drying comfort.,adidas,USA,4.8,32,2021-10-23 17:52:15.725592,21,30.0
752,adidas Sportswear Comfy and Chill Tee,GR4080,24,30,USD,instock,White,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",adidas,USA,4.8,58,2021-10-23 17:52:15.913628,6,20.0
753,Utilitas Hooded Parka,GT1694,128,160,USD,instock,Pink,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,5.0,4,2021-10-23 17:52:15.999882,32,20.0
754,Aeromotion Tee,H29178,24,30,USD,instock,Green,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Eliminate wardrobe malfunctions whether you're powering through your weightlifting routine or schooling your friends in pickup basketball. This adidas training t-shirt is designed with a lightweight, stretchy build that moves with you, and it's cut slim for zero distractions. Moisture-absorbing AEROREADY keeps you dry and comfortable, while mesh side panels provide cooling ventilation.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.6,45,2021-10-23 17:52:16.093445,6,20.0
755,Adizero 1/2 Zip Long Sleeve Tee,GT9739,68,85,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"More of the warmth, less of the weight. This adidas running tee gives you a light, stretchy layer to wear while training and racing. AEROREADY wicks moisture, so you stay dry before it gets cold. Slip the thumbhole sleeves over your hands for extra coverage.

This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,4.7,3,2021-10-23 17:52:16.193900,17,20.0
756,Utilitas Hooded Parka,GT1692,128,160,USD,instock,Green,Clothing,adidas United States,https://www.adidas.com,Women/Clothing,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,5.0,4,2021-10-23 17:52:16.279995,32,20.0
757,adidas Z.N.E. Sportswear Hoodie,GT9780,80,100,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",adidas,USA,4.8,60,2021-10-23 17:52:16.473919,20,20.0
758,Hoops 2.0 Mid Shoes,GZ7927,46,65,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,Timeless basketball-inspired style. These adidas mid-cut shoes give you the best of classic sports vibes and modern streetwear style all rolled up in one. The synthetic leather upper has a mesh collar and a cozy sockliner to keep your feet comfortable.,adidas,USA,4.5,231,2021-10-23 17:52:16.562831,19,29.230769230769234
759,adidas Sportswear Future Icons 3-Stripes Sweatshirt,HB1419,44,55,USD,instock,Black,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",adidas,USA,4.7,54,2021-10-23 17:52:16.960976,11,20.0
760,Adizero RC 3 Shoes,FZ2489,80,100,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.3,13,2021-10-23 17:52:17.153072,20,20.0
761,Real Madrid Tee,GR4259,20,25,USD,instock,Blue,Clothing,adidas United States,https://www.adidas.com,Kids/Clothing,"You stand with the club in the Bernabéu and around town afterwards. This juniors' adidas Real Madrid soccer tee lets the world know who you shout for. Its cotton build and crewneck gives it a classic, comfortable feel.

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,4.3,3,2021-10-23 17:52:17.705263,5,20.0
762,adidas Sportswear Comfy and Chill Tee,H21531,24,30,USD,instock,Grey,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",adidas,USA,4.8,58,2021-10-23 17:52:17.792711,6,20.0
763,Adizero RC 3 Tokyo Shoes,FY4084,80,100,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.3,13,2021-10-23 17:52:17.983162,20,20.0
